date,clinic_id,country,product_sku,product_family,units,revenue,price_per_unit
2024-01-01,C00001,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-01-01,C00001,FR,FILLER_X,Filler,0,0.0,350.0
2024-01-01,C00001,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-02-01,C00001,FR,NEURO_A,Neuromodulator,2,505.66,250.0
2024-02-01,C00001,FR,FILLER_X,Filler,3,1052.99,350.0
2024-02-01,C00001,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-03-01,C00001,FR,NEURO_A,Neuromodulator,4,988.62,250.0
2024-03-01,C00001,FR,FILLER_X,Filler,0,0.0,350.0
2024-03-01,C00001,FR,SKIN_SER,SkinCare_Product,1,78.81,80.0
2024-04-01,C00001,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-04-01,C00001,FR,FILLER_X,Filler,0,0.0,350.0
2024-04-01,C00001,FR,SKIN_SER,SkinCare_Product,1,81.38,80.0
2024-05-01,C00001,FR,NEURO_A,Neuromodulator,2,496.22,250.0
2024-05-01,C00001,FR,FILLER_X,Filler,1,353.61,350.0
2024-05-01,C00001,FR,SKIN_SER,SkinCare_Product,1,80.98,80.0
2024-06-01,C00001,FR,NEURO_A,Neuromodulator,1,247.83,250.0
2024-06-01,C00001,FR,FILLER_X,Filler,1,361.2,350.0
2024-06-01,C00001,FR,SKIN_SER,SkinCare_Product,1,82.61,80.0
2024-07-01,C00001,FR,NEURO_A,Neuromodulator,1,249.06,250.0
2024-07-01,C00001,FR,FILLER_X,Filler,2,694.42,350.0
2024-07-01,C00001,FR,SKIN_SER,SkinCare_Product,2,160.17,80.0
2024-08-01,C00001,FR,NEURO_A,Neuromodulator,1,245.9,250.0
2024-08-01,C00001,FR,FILLER_X,Filler,0,0.0,350.0
2024-08-01,C00001,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-09-01,C00001,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-09-01,C00001,FR,FILLER_X,Filler,1,355.06,350.0
2024-09-01,C00001,FR,SKIN_SER,SkinCare_Product,1,81.55,80.0
2024-10-01,C00001,FR,NEURO_A,Neuromodulator,1,255.22,250.0
2024-10-01,C00001,FR,FILLER_X,Filler,0,0.0,350.0
2024-10-01,C00001,FR,SKIN_SER,SkinCare_Product,1,76.69,80.0
2024-11-01,C00001,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-11-01,C00001,FR,FILLER_X,Filler,0,0.0,350.0
2024-11-01,C00001,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-12-01,C00001,FR,NEURO_A,Neuromodulator,1,252.28,250.0
2024-12-01,C00001,FR,FILLER_X,Filler,0,0.0,350.0
2024-12-01,C00001,FR,SKIN_SER,SkinCare_Product,1,79.44,80.0
2025-01-01,C00001,FR,NEURO_A,Neuromodulator,1,246.25,250.0
2025-01-01,C00001,FR,FILLER_X,Filler,0,0.0,350.0
2025-01-01,C00001,FR,SKIN_SER,SkinCare_Product,2,159.7,80.0
2025-02-01,C00001,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-02-01,C00001,FR,FILLER_X,Filler,1,346.01,350.0
2025-02-01,C00001,FR,SKIN_SER,SkinCare_Product,2,161.59,80.0
2025-03-01,C00001,FR,NEURO_A,Neuromodulator,1,257.43,250.0
2025-03-01,C00001,FR,FILLER_X,Filler,0,0.0,350.0
2025-03-01,C00001,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-04-01,C00001,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-04-01,C00001,FR,FILLER_X,Filler,1,361.91,350.0
2025-04-01,C00001,FR,SKIN_SER,SkinCare_Product,1,80.15,80.0
2025-05-01,C00001,FR,NEURO_A,Neuromodulator,1,250.88,250.0
2025-05-01,C00001,FR,FILLER_X,Filler,1,355.02,350.0
2025-05-01,C00001,FR,SKIN_SER,SkinCare_Product,4,322.69,80.0
2025-06-01,C00001,FR,NEURO_A,Neuromodulator,3,740.95,250.0
2025-06-01,C00001,FR,FILLER_X,Filler,1,345.29,350.0
2025-06-01,C00001,FR,SKIN_SER,SkinCare_Product,1,80.11,80.0
2025-07-01,C00001,FR,NEURO_A,Neuromodulator,1,254.45,250.0
2025-07-01,C00001,FR,FILLER_X,Filler,1,348.13,350.0
2025-07-01,C00001,FR,SKIN_SER,SkinCare_Product,5,386.33,80.0
2025-08-01,C00001,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-08-01,C00001,FR,FILLER_X,Filler,2,691.35,350.0
2025-08-01,C00001,FR,SKIN_SER,SkinCare_Product,1,79.05,80.0
2025-09-01,C00001,FR,NEURO_A,Neuromodulator,2,490.43,250.0
2025-09-01,C00001,FR,FILLER_X,Filler,4,1403.83,350.0
2025-09-01,C00001,FR,SKIN_SER,SkinCare_Product,3,236.65,80.0
2025-10-01,C00001,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-10-01,C00001,FR,FILLER_X,Filler,0,0.0,350.0
2025-10-01,C00001,FR,SKIN_SER,SkinCare_Product,1,78.23,80.0
2022-11-01,C00002,FR,NEURO_A,Neuromodulator,5,1213.5,250.0
2022-11-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2022-11-01,C00002,FR,SKIN_SER,SkinCare_Product,3,245.95,80.0
2022-12-01,C00002,FR,NEURO_A,Neuromodulator,4,1026.66,250.0
2022-12-01,C00002,FR,FILLER_X,Filler,1,344.82,350.0
2022-12-01,C00002,FR,SKIN_SER,SkinCare_Product,2,157.92,80.0
2023-01-01,C00002,FR,NEURO_A,Neuromodulator,5,1239.77,250.0
2023-01-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2023-01-01,C00002,FR,SKIN_SER,SkinCare_Product,5,410.81,80.0
2023-02-01,C00002,FR,NEURO_A,Neuromodulator,2,502.97,250.0
2023-02-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2023-02-01,C00002,FR,SKIN_SER,SkinCare_Product,3,251.53,80.0
2023-03-01,C00002,FR,NEURO_A,Neuromodulator,2,517.34,250.0
2023-03-01,C00002,FR,FILLER_X,Filler,1,348.25,350.0
2023-03-01,C00002,FR,SKIN_SER,SkinCare_Product,4,316.43,80.0
2023-04-01,C00002,FR,NEURO_A,Neuromodulator,3,737.81,250.0
2023-04-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2023-04-01,C00002,FR,SKIN_SER,SkinCare_Product,12,981.13,80.0
2023-05-01,C00002,FR,NEURO_A,Neuromodulator,3,745.64,250.0
2023-05-01,C00002,FR,FILLER_X,Filler,2,710.7,350.0
2023-05-01,C00002,FR,SKIN_SER,SkinCare_Product,4,323.75,80.0
2023-06-01,C00002,FR,NEURO_A,Neuromodulator,3,750.23,250.0
2023-06-01,C00002,FR,FILLER_X,Filler,1,356.51,350.0
2023-06-01,C00002,FR,SKIN_SER,SkinCare_Product,8,625.69,80.0
2023-07-01,C00002,FR,NEURO_A,Neuromodulator,2,501.73,250.0
2023-07-01,C00002,FR,FILLER_X,Filler,1,347.03,350.0
2023-07-01,C00002,FR,SKIN_SER,SkinCare_Product,8,629.99,80.0
2023-08-01,C00002,FR,NEURO_A,Neuromodulator,2,505.07,250.0
2023-08-01,C00002,FR,FILLER_X,Filler,2,690.71,350.0
2023-08-01,C00002,FR,SKIN_SER,SkinCare_Product,6,485.27,80.0
2023-09-01,C00002,FR,NEURO_A,Neuromodulator,3,726.39,250.0
2023-09-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2023-09-01,C00002,FR,SKIN_SER,SkinCare_Product,2,163.42,80.0
2023-10-01,C00002,FR,NEURO_A,Neuromodulator,6,1476.25,250.0
2023-10-01,C00002,FR,FILLER_X,Filler,2,701.71,350.0
2023-10-01,C00002,FR,SKIN_SER,SkinCare_Product,7,560.9,80.0
2023-11-01,C00002,FR,NEURO_A,Neuromodulator,2,504.97,250.0
2023-11-01,C00002,FR,FILLER_X,Filler,1,347.01,350.0
2023-11-01,C00002,FR,SKIN_SER,SkinCare_Product,4,335.52,80.0
2023-12-01,C00002,FR,NEURO_A,Neuromodulator,4,1012.44,250.0
2023-12-01,C00002,FR,FILLER_X,Filler,1,354.68,350.0
2023-12-01,C00002,FR,SKIN_SER,SkinCare_Product,9,687.35,80.0
2024-01-01,C00002,FR,NEURO_A,Neuromodulator,2,507.52,250.0
2024-01-01,C00002,FR,FILLER_X,Filler,3,1049.55,350.0
2024-01-01,C00002,FR,SKIN_SER,SkinCare_Product,5,403.24,80.0
2024-02-01,C00002,FR,NEURO_A,Neuromodulator,4,996.77,250.0
2024-02-01,C00002,FR,FILLER_X,Filler,1,353.02,350.0
2024-02-01,C00002,FR,SKIN_SER,SkinCare_Product,5,401.0,80.0
2024-03-01,C00002,FR,NEURO_A,Neuromodulator,5,1249.16,250.0
2024-03-01,C00002,FR,FILLER_X,Filler,2,713.07,350.0
2024-03-01,C00002,FR,SKIN_SER,SkinCare_Product,7,563.95,80.0
2024-04-01,C00002,FR,NEURO_A,Neuromodulator,3,755.95,250.0
2024-04-01,C00002,FR,FILLER_X,Filler,2,696.78,350.0
2024-04-01,C00002,FR,SKIN_SER,SkinCare_Product,2,162.11,80.0
2024-05-01,C00002,FR,NEURO_A,Neuromodulator,4,1018.89,250.0
2024-05-01,C00002,FR,FILLER_X,Filler,2,699.14,350.0
2024-05-01,C00002,FR,SKIN_SER,SkinCare_Product,4,317.52,80.0
2024-06-01,C00002,FR,NEURO_A,Neuromodulator,2,501.94,250.0
2024-06-01,C00002,FR,FILLER_X,Filler,2,704.8,350.0
2024-06-01,C00002,FR,SKIN_SER,SkinCare_Product,4,322.37,80.0
2024-07-01,C00002,FR,NEURO_A,Neuromodulator,1,257.1,250.0
2024-07-01,C00002,FR,FILLER_X,Filler,2,729.73,350.0
2024-07-01,C00002,FR,SKIN_SER,SkinCare_Product,4,320.72,80.0
2024-08-01,C00002,FR,NEURO_A,Neuromodulator,5,1263.5,250.0
2024-08-01,C00002,FR,FILLER_X,Filler,1,350.29,350.0
2024-08-01,C00002,FR,SKIN_SER,SkinCare_Product,6,465.07,80.0
2024-09-01,C00002,FR,NEURO_A,Neuromodulator,6,1486.37,250.0
2024-09-01,C00002,FR,FILLER_X,Filler,2,711.6,350.0
2024-09-01,C00002,FR,SKIN_SER,SkinCare_Product,7,555.84,80.0
2024-10-01,C00002,FR,NEURO_A,Neuromodulator,1,248.59,250.0
2024-10-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2024-10-01,C00002,FR,SKIN_SER,SkinCare_Product,6,478.53,80.0
2024-11-01,C00002,FR,NEURO_A,Neuromodulator,1,253.5,250.0
2024-11-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2024-11-01,C00002,FR,SKIN_SER,SkinCare_Product,2,157.81,80.0
2024-12-01,C00002,FR,NEURO_A,Neuromodulator,1,244.52,250.0
2024-12-01,C00002,FR,FILLER_X,Filler,1,350.85,350.0
2024-12-01,C00002,FR,SKIN_SER,SkinCare_Product,2,161.79,80.0
2025-01-01,C00002,FR,NEURO_A,Neuromodulator,2,502.9,250.0
2025-01-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2025-01-01,C00002,FR,SKIN_SER,SkinCare_Product,5,394.07,80.0
2025-02-01,C00002,FR,NEURO_A,Neuromodulator,2,501.69,250.0
2025-02-01,C00002,FR,FILLER_X,Filler,1,345.7,350.0
2025-02-01,C00002,FR,SKIN_SER,SkinCare_Product,7,559.07,80.0
2025-03-01,C00002,FR,NEURO_A,Neuromodulator,3,749.19,250.0
2025-03-01,C00002,FR,FILLER_X,Filler,1,352.91,350.0
2025-03-01,C00002,FR,SKIN_SER,SkinCare_Product,4,322.52,80.0
2025-04-01,C00002,FR,NEURO_A,Neuromodulator,4,975.99,250.0
2025-04-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2025-04-01,C00002,FR,SKIN_SER,SkinCare_Product,6,467.75,80.0
2025-05-01,C00002,FR,NEURO_A,Neuromodulator,2,512.85,250.0
2025-05-01,C00002,FR,FILLER_X,Filler,2,697.14,350.0
2025-05-01,C00002,FR,SKIN_SER,SkinCare_Product,10,801.81,80.0
2025-06-01,C00002,FR,NEURO_A,Neuromodulator,3,741.93,250.0
2025-06-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2025-06-01,C00002,FR,SKIN_SER,SkinCare_Product,7,561.87,80.0
2025-07-01,C00002,FR,NEURO_A,Neuromodulator,5,1260.65,250.0
2025-07-01,C00002,FR,FILLER_X,Filler,2,714.41,350.0
2025-07-01,C00002,FR,SKIN_SER,SkinCare_Product,6,485.42,80.0
2025-08-01,C00002,FR,NEURO_A,Neuromodulator,1,252.92,250.0
2025-08-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2025-08-01,C00002,FR,SKIN_SER,SkinCare_Product,5,396.37,80.0
2025-09-01,C00002,FR,NEURO_A,Neuromodulator,1,255.77,250.0
2025-09-01,C00002,FR,FILLER_X,Filler,0,0.0,350.0
2025-09-01,C00002,FR,SKIN_SER,SkinCare_Product,3,242.51,80.0
2025-10-01,C00002,FR,NEURO_A,Neuromodulator,9,2206.01,250.0
2025-10-01,C00002,FR,FILLER_X,Filler,2,677.93,350.0
2025-10-01,C00002,FR,SKIN_SER,SkinCare_Product,3,235.48,80.0
2022-11-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2022-11-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2022-11-01,C00003,FR,SKIN_SER,SkinCare_Product,1,79.6,80.0
2022-12-01,C00003,FR,NEURO_A,Neuromodulator,1,254.89,250.0
2022-12-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2022-12-01,C00003,FR,SKIN_SER,SkinCare_Product,1,79.4,80.0
2023-01-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-01-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2023-01-01,C00003,FR,SKIN_SER,SkinCare_Product,1,80.23,80.0
2023-02-01,C00003,FR,NEURO_A,Neuromodulator,1,255.02,250.0
2023-02-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2023-02-01,C00003,FR,SKIN_SER,SkinCare_Product,3,241.16,80.0
2023-03-01,C00003,FR,NEURO_A,Neuromodulator,1,238.65,250.0
2023-03-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2023-03-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-04-01,C00003,FR,NEURO_A,Neuromodulator,1,250.67,250.0
2023-04-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2023-04-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-05-01,C00003,FR,NEURO_A,Neuromodulator,2,500.23,250.0
2023-05-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2023-05-01,C00003,FR,SKIN_SER,SkinCare_Product,4,320.59,80.0
2023-06-01,C00003,FR,NEURO_A,Neuromodulator,1,250.96,250.0
2023-06-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2023-06-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-07-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-07-01,C00003,FR,FILLER_X,Filler,2,709.35,350.0
2023-07-01,C00003,FR,SKIN_SER,SkinCare_Product,1,78.18,80.0
2023-08-01,C00003,FR,NEURO_A,Neuromodulator,2,505.54,250.0
2023-08-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2023-08-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-09-01,C00003,FR,NEURO_A,Neuromodulator,1,247.31,250.0
2023-09-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2023-09-01,C00003,FR,SKIN_SER,SkinCare_Product,1,78.36,80.0
2023-10-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-10-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2023-10-01,C00003,FR,SKIN_SER,SkinCare_Product,1,80.51,80.0
2023-11-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-11-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2023-11-01,C00003,FR,SKIN_SER,SkinCare_Product,2,162.01,80.0
2023-12-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-12-01,C00003,FR,FILLER_X,Filler,2,690.6,350.0
2023-12-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-01-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-01-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2024-01-01,C00003,FR,SKIN_SER,SkinCare_Product,1,78.81,80.0
2024-02-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-02-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2024-02-01,C00003,FR,SKIN_SER,SkinCare_Product,1,81.07,80.0
2024-03-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-03-01,C00003,FR,FILLER_X,Filler,1,343.3,350.0
2024-03-01,C00003,FR,SKIN_SER,SkinCare_Product,1,80.42,80.0
2024-04-01,C00003,FR,NEURO_A,Neuromodulator,1,257.33,250.0
2024-04-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2024-04-01,C00003,FR,SKIN_SER,SkinCare_Product,1,79.24,80.0
2024-05-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-05-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2024-05-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-06-01,C00003,FR,NEURO_A,Neuromodulator,1,242.46,250.0
2024-06-01,C00003,FR,FILLER_X,Filler,1,362.27,350.0
2024-06-01,C00003,FR,SKIN_SER,SkinCare_Product,4,319.58,80.0
2024-07-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-07-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2024-07-01,C00003,FR,SKIN_SER,SkinCare_Product,1,78.25,80.0
2024-08-01,C00003,FR,NEURO_A,Neuromodulator,1,257.23,250.0
2024-08-01,C00003,FR,FILLER_X,Filler,1,358.73,350.0
2024-08-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-09-01,C00003,FR,NEURO_A,Neuromodulator,2,500.36,250.0
2024-09-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2024-09-01,C00003,FR,SKIN_SER,SkinCare_Product,1,77.62,80.0
2024-10-01,C00003,FR,NEURO_A,Neuromodulator,2,508.84,250.0
2024-10-01,C00003,FR,FILLER_X,Filler,1,355.32,350.0
2024-10-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2024-11-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2024-11-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2024-11-01,C00003,FR,SKIN_SER,SkinCare_Product,2,157.83,80.0
2024-12-01,C00003,FR,NEURO_A,Neuromodulator,3,787.17,250.0
2024-12-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2024-12-01,C00003,FR,SKIN_SER,SkinCare_Product,4,320.74,80.0
2025-01-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-01-01,C00003,FR,FILLER_X,Filler,1,353.36,350.0
2025-01-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-02-01,C00003,FR,NEURO_A,Neuromodulator,1,256.08,250.0
2025-02-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2025-02-01,C00003,FR,SKIN_SER,SkinCare_Product,1,81.23,80.0
2025-03-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-03-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2025-03-01,C00003,FR,SKIN_SER,SkinCare_Product,1,78.8,80.0
2025-04-01,C00003,FR,NEURO_A,Neuromodulator,2,508.66,250.0
2025-04-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2025-04-01,C00003,FR,SKIN_SER,SkinCare_Product,1,82.37,80.0
2025-05-01,C00003,FR,NEURO_A,Neuromodulator,1,245.95,250.0
2025-05-01,C00003,FR,FILLER_X,Filler,2,674.4,350.0
2025-05-01,C00003,FR,SKIN_SER,SkinCare_Product,1,81.41,80.0
2025-06-01,C00003,FR,NEURO_A,Neuromodulator,1,254.19,250.0
2025-06-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2025-06-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-07-01,C00003,FR,NEURO_A,Neuromodulator,1,247.38,250.0
2025-07-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2025-07-01,C00003,FR,SKIN_SER,SkinCare_Product,1,77.61,80.0
2025-08-01,C00003,FR,NEURO_A,Neuromodulator,1,248.37,250.0
2025-08-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2025-08-01,C00003,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2025-09-01,C00003,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2025-09-01,C00003,FR,FILLER_X,Filler,1,342.43,350.0
2025-09-01,C00003,FR,SKIN_SER,SkinCare_Product,2,163.47,80.0
2025-10-01,C00003,FR,NEURO_A,Neuromodulator,1,246.46,250.0
2025-10-01,C00003,FR,FILLER_X,Filler,0,0.0,350.0
2025-10-01,C00003,FR,SKIN_SER,SkinCare_Product,1,78.65,80.0
2022-11-01,C00004,FR,NEURO_A,Neuromodulator,1,258.18,250.0
2022-11-01,C00004,FR,FILLER_X,Filler,6,2142.73,350.0
2022-11-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2022-12-01,C00004,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2022-12-01,C00004,FR,FILLER_X,Filler,5,1711.06,350.0
2022-12-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-01-01,C00004,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-01-01,C00004,FR,FILLER_X,Filler,5,1754.28,350.0
2023-01-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-02-01,C00004,FR,NEURO_A,Neuromodulator,3,753.9,250.0
2023-02-01,C00004,FR,FILLER_X,Filler,8,2766.37,350.0
2023-02-01,C00004,FR,SKIN_SER,SkinCare_Product,2,158.36,80.0
2023-03-01,C00004,FR,NEURO_A,Neuromodulator,2,500.09,250.0
2023-03-01,C00004,FR,FILLER_X,Filler,3,1043.3,350.0
2023-03-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-04-01,C00004,FR,NEURO_A,Neuromodulator,1,250.91,250.0
2023-04-01,C00004,FR,FILLER_X,Filler,1,346.01,350.0
2023-04-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-05-01,C00004,FR,NEURO_A,Neuromodulator,1,251.63,250.0
2023-05-01,C00004,FR,FILLER_X,Filler,4,1358.81,350.0
2023-05-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-06-01,C00004,FR,NEURO_A,Neuromodulator,2,512.04,250.0
2023-06-01,C00004,FR,FILLER_X,Filler,5,1836.81,350.0
2023-06-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-07-01,C00004,FR,NEURO_A,Neuromodulator,0,0.0,250.0
2023-07-01,C00004,FR,FILLER_X,Filler,10,3457.35,350.0
2023-07-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-08-01,C00004,FR,NEURO_A,Neuromodulator,1,249.88,250.0
2023-08-01,C00004,FR,FILLER_X,Filler,11,3947.94,350.0
2023-08-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-09-01,C00004,FR,NEURO_A,Neuromodulator,1,243.89,250.0
2023-09-01,C00004,FR,FILLER_X,Filler,0,0.0,350.0
2023-09-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-10-01,C00004,FR,NEURO_A,Neuromodulator,2,496.35,250.0
2023-10-01,C00004,FR,FILLER_X,Filler,6,2040.41,350.0
2023-10-01,C00004,FR,SKIN_SER,SkinCare_Product,0,0.0,80.0
2023-11-01,C00004,FR,NEURO_A,Neuromodulator,1,249.98,250.0
2023-11-01,C00004,FR,FILLER_X,Filler,7,2474.86,350.0
